subject,body,label,is_phishing,is_malware,is_harmful,is_ad,정상,해설
[법원] 전자소송 등기·출석요구 안내,"전자소송 관련 서류가 발송되었습니다. 열람 및 확인을 진행하세요.
서류 확인: https://court-doc-3b2b7cf3.e-notice[.]site
※ 기한 내 미열람 시 불이익이 발생할 수 있습니다.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"법원/전자소송 등 공공기관 권위 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Security alert ? new device sign-in | PayPal,"Your shipment is on hold pending customs payment.
Pay now: https://dhl-fee-3be0b98e.int-ship[.]pro
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
문서서명 요청 ? 3시간 내 만료 | FedEx,"안녕하세요. 택배 배송이 주소지 불명으로 보류되었습니다.
정확한 수령지 확인: https://delivery-update-0b8cb5ff.parcel-track[.]app
※ 24시간 내 미확인 시 반송됩니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,택배/통관/관세 이슈 사칭; 전자 서명 유도(DocuSign 등); 짧은 기한·긴급성으로 행동 압박
[카카오] 고객센터 보안인증 필요 | Dropbox,"최근 비정상 접속이 감지되었습니다. 카카오톡 이용 보호를 위해 QR 보안 인증이 필요합니다.
QR 인증: https://kakao-verify-3bbec795.support-kakao[.]com
※ 미인증 시 이용이 제한될 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Security alert ? new device sign-in | Coinbase,"동료가 OneNote 문서를 공유했습니다. 열람하려면 로그인하세요.
열람: https://onenote-bfade739.ms-share[.]top
If you did not request this, ignore this message.",1,1,1,0,0,악성,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Coinbase: New device sign-in,"A new device signed in to your Coinbase account.
Review: https://coinbase-b8ede6e9.security-check[.]zone
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
조직 외부 로그인 차단됨 ? 재인증,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-934f4cac.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
긴급: 계정이 일시 잠김 ? 즉시 확인 필요 | 신한,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_65608a35.html
This is an automated message. Do not reply.",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구; 짧은 기한·긴급성으로 행동 압박
긴급: 계정이 일시 잠김 ? 즉시 확인 필요 | 우리은행,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_045ce4a6.html
If you did not request this, ignore this message.",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구; 짧은 기한·긴급성으로 행동 압박
[국세청] 종합소득세 환급 안내,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-21f57c36.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
Security alert ? new device sign-in | Slack,"안녕하세요. 택배 배송이 주소지 불명으로 보류되었습니다.
정확한 수령지 확인: https://delivery-update-d43dacbf.parcel-track[.]app
※ 24시간 내 미확인 시 반송됩니다.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
DocuSign: Signature request pending,"You have a pending document requiring your signature. View the document within 3 hours.
View: https://docsig-7dc8ffe7.secure-docs[.]world
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"전자 서명 유도(DocuSign 등); 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[관세청] 해외직구 통관 수수료 미납 통지 | 네이버,"해외직구 물품의 통관 수수료가 미납되어 배송이 보류되었습니다.
납부 기한: 2025-08-20
납부 바로가기: https://customs-fee-5a8233e4.krpost[.]co
※ 미납 시 반송 처리됩니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
[관세청] 해외직구 통관 수수료 미납 통지 | 국세청,"해외직구 물품의 통관 수수료가 미납되어 배송이 보류되었습니다.
납부 기한: 2025-08-20
납부 바로가기: https://customs-fee-e90aa274.krpost[.]co
※ 미납 시 반송 처리됩니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
콜백 결제 분쟁 알림 ? 즉시 연락 요망,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-3824-3824
첨부된 PDF에 안내 번호가 기재되어 있습니다.
This is an automated message. Do not reply.",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
[택배] 주소지 불명으로 배송 보류 | DocuSign,"안녕하세요. 택배 배송이 주소지 불명으로 보류되었습니다.
정확한 수령지 확인: https://delivery-update-637bf649.parcel-track[.]app
※ 24시간 내 미확인 시 반송됩니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,택배/통관/관세 이슈 사칭; 전자 서명 유도(DocuSign 등); 짧은 기한·긴급성으로 행동 압박
[금융보안원] 전자금융 이상거래 탐지,"귀하의 계정에서 이상 거래가 탐지되었습니다. 조치가 필요합니다.
조치하기: https://efs-alert-d2fbdfbe.secure-check[.]top
※ 본 알림은 자동 발송되었습니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
세금 환급 대기 중 ? 본인 확인 | 네이버,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_0a5d74e7.html
This is an automated message. Do not reply.",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구; 환급/결제/청구 등 금전 미끼 사용
콜백 결제 분쟁 알림 ? 즉시 연락 요망,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-3985-3985
첨부된 PDF에 안내 번호가 기재되어 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
보안센터 알림: 비정상 로그인 차단됨,"We couldn’t verify your workspace domain. Re-verify to prevent suspension.
Verify: https://slack-8356b46b.workspace-check[.]tools
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
OneNote 문서 공유: ‘연말정산_영수증.one’,"동료가 OneNote 문서를 공유했습니다. 열람하려면 로그인하세요.
열람: https://onenote-8afcc8d4.ms-share[.]top
? 자동 발송 메일 ? 회신 불가",1,1,1,0,0,악성,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
콜백 결제 분쟁 알림 ? 즉시 연락 요망 | Slack,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-1569-1569
첨부된 PDF에 안내 번호가 기재되어 있습니다.
? 자동 발송 메일 ? 회신 불가",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
[네이버페이] 결제 승인 알림(본인 미사용 시 취소),"네이버페이 결제가 승인되었습니다. 본인 사용이 아닐 경우 즉시 취소 요청을 진행해 주세요.
취소 요청: https://n-pay-cancel-ecd7a0d4.naver-secure[.]co
※ 30분 이내 미취소 시 청구될 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[법원] 전자소송 등기·출석요구 안내 | PayPal,"전자소송 관련 서류가 발송되었습니다. 열람 및 확인을 진행하세요.
서류 확인: https://court-doc-1ca0906b.e-notice[.]site
※ 기한 내 미열람 시 불이익이 발생할 수 있습니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"법원/전자소송 등 공공기관 권위 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[국세청] 종합소득세 환급 안내,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-adc760bc.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[카카오] 고객센터 보안인증 필요,"최근 비정상 접속이 감지되었습니다. 카카오톡 이용 보호를 위해 QR 보안 인증이 필요합니다.
QR 인증: https://kakao-verify-476911ef.support-kakao[.]com
※ 미인증 시 이용이 제한될 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 짧은 기한·긴급성으로 행동 압박
[법원] 전자소송 등기·출석요구 안내 | OneDrive,"전자소송 관련 서류가 발송되었습니다. 열람 및 확인을 진행하세요.
서류 확인: https://court-doc-ebe540f9.e-notice[.]site
※ 기한 내 미열람 시 불이익이 발생할 수 있습니다.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"법원/전자소송 등 공공기관 권위 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
PayPal: Unusual activity detected,"We detected unusual activity on your account. Confirm your identity to restore access.
Confirm: https://paypal-c6f9db00.resolve-center[.]site
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Microsoft 365: Action required ? session expired | Apple ID,"Your Microsoft 365 session has expired. To continue receiving emails, please re-authenticate your account.
Re-authenticate: https://m365-login-a5b1855a.secure-office[.]cloud
Note: Messages may be held until verification is complete.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
세금 환급 대기 중 ? 본인 확인,"Your Microsoft 365 session has expired. To continue receiving emails, please re-authenticate your account.
Re-authenticate: https://m365-login-ce7a13d3.secure-office[.]cloud
Note: Messages may be held until verification is complete.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Invoice attached ? payment overdue,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-997d8d5c.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
? 자동 발송 메일 ? 회신 불가",1,1,1,0,0,악성,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
PayPal: Unusual activity detected,"We detected unusual activity on your account. Confirm your identity to restore access.
Confirm: https://paypal-31bd152e.resolve-center[.]site
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
문서서명 요청 ? 3시간 내 만료 | Coinbase,"최근 비정상 접속이 감지되었습니다. 카카오톡 이용 보호를 위해 QR 보안 인증이 필요합니다.
QR 인증: https://kakao-verify-553dd599.support-kakao[.]com
※ 미인증 시 이용이 제한될 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 전자 서명 유도(DocuSign 등)
[카카오] 고객센터 보안인증 필요,"최근 비정상 접속이 감지되었습니다. 카카오톡 이용 보호를 위해 QR 보안 인증이 필요합니다.
QR 인증: https://kakao-verify-a907ff6f.support-kakao[.]com
※ 미인증 시 이용이 제한될 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Microsoft 365: Action required ? session expired,"Your Microsoft 365 session has expired. To continue receiving emails, please re-authenticate your account.
Re-authenticate: https://m365-login-267de4fd.secure-office[.]cloud
Note: Messages may be held until verification is complete.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
세금 환급 대기 중 ? 본인 확인 | Slack,"We detected unusual activity on your account. Confirm your identity to restore access.
Confirm: https://paypal-e6a9a0ec.resolve-center[.]site
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
HTML 첨부 파일 보안 알림,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_96f9f15a.html
If you did not request this, ignore this message.",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구
[금융보안원] 전자금융 이상거래 탐지,"귀하의 계정에서 이상 거래가 탐지되었습니다. 조치가 필요합니다.
조치하기: https://efs-alert-5ff3d7e9.secure-check[.]top
※ 본 알림은 자동 발송되었습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
DocuSign: Signature request pending | 국세청,"You have a pending document requiring your signature. View the document within 3 hours.
View: https://docsig-b66712e7.secure-docs[.]world
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"전자 서명 유도(DocuSign 등); 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[관세청] 해외직구 통관 수수료 미납 통지,"해외직구 물품의 통관 수수료가 미납되어 배송이 보류되었습니다.
납부 기한: 2025-08-20
납부 바로가기: https://customs-fee-20052f63.krpost[.]co
※ 미납 시 반송 처리됩니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
[카카오] 고객센터 보안인증 필요 | 롯데택배,"최근 비정상 접속이 감지되었습니다. 카카오톡 이용 보호를 위해 QR 보안 인증이 필요합니다.
QR 인증: https://kakao-verify-4f90dd20.support-kakao[.]com
※ 미인증 시 이용이 제한될 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 택배/통관/관세 이슈 사칭
PayPal: Unusual activity detected,"We detected unusual activity on your account. Confirm your identity to restore access.
Confirm: https://paypal-c6710e9d.resolve-center[.]site
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
긴급: 계정이 일시 잠김 ? 즉시 확인 필요 | 카카오,"동료가 OneNote 문서를 공유했습니다. 열람하려면 로그인하세요.
열람: https://onenote-8fbba4d7.ms-share[.]top
보안을 위해 링크는 30분 후 만료됩니다.",1,1,1,0,0,악성,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[국세청] 종합소득세 환급 안내 | 국세청,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-b09daee1.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Invoice attached ? payment overdue | CJ대한통운,"전자소송 관련 서류가 발송되었습니다. 열람 및 확인을 진행하세요.
서류 확인: https://court-doc-8617c02a.e-notice[.]site
※ 기한 내 미열람 시 불이익이 발생할 수 있습니다.
? 자동 발송 메일 ? 회신 불가",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 법원/전자소송 등 공공기관 권위 사칭
Invoice attached ? payment overdue | Google,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-8425ee75.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
This is an automated message. Do not reply.",1,1,1,0,0,악성,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
보안경고: OAuth 앱 동의 요청 | 신한,"다음 앱이 조직 데이터에 접근하려 합니다: Cloud Reader
요청 권한: 메일/드라이브 읽기
검토: https://consent-dd29ae1f.entra-apps[.]cloud
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"OAuth 앱 동의(illicit consent) 유도; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
콜백 결제 분쟁 알림 ? 즉시 연락 요망,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-5963-5963
첨부된 PDF에 안내 번호가 기재되어 있습니다.
This is an automated message. Do not reply.",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
콜백 결제 분쟁 알림 ? 즉시 연락 요망,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-5304-5304
첨부된 PDF에 안내 번호가 기재되어 있습니다.
If you did not request this, ignore this message.",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
[법원] 전자소송 등기·출석요구 안내,"전자소송 관련 서류가 발송되었습니다. 열람 및 확인을 진행하세요.
서류 확인: https://court-doc-6cbe8f3b.e-notice[.]site
※ 기한 내 미열람 시 불이익이 발생할 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"법원/전자소송 등 공공기관 권위 사칭; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
QR 인증 필요: 택배 배송 확인,"배송 상태 확인을 위해 QR 코드를 스캔하세요.
QR 링크: https://qr-track-23258ae3.parcel-info[.]dev
※ 모바일 전용 페이지입니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 택배/통관/관세 이슈 사칭
HTML 첨부 파일 보안 알림 | 신한,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_eecdc0e0.html
보안을 위해 링크는 30분 후 만료됩니다.",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구; 짧은 기한·긴급성으로 행동 압박
세금 환급 대기 중 ? 본인 확인 | DHL,"Your subscription payment could not be processed. Update your billing to avoid interruption.
Update: https://adobe-ad962cd8.billing-update[.]info
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
Microsoft 365: Action required ? session expired,"Your Microsoft 365 session has expired. To continue receiving emails, please re-authenticate your account.
Re-authenticate: https://m365-login-008d99ca.secure-office[.]cloud
Note: Messages may be held until verification is complete.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
세금 환급 대기 중 ? 본인 확인 | 카카오,"배송 상태 확인을 위해 QR 코드를 스캔하세요.
QR 링크: https://qr-track-4915f735.parcel-info[.]dev
※ 모바일 전용 페이지입니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭
긴급: 계정이 일시 잠김 ? 즉시 확인 필요,"다음 앱이 조직 데이터에 접근하려 합니다: Mail Sync
요청 권한: 메일/드라이브 읽기
검토: https://consent-12a31806.entra-apps[.]cloud
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"OAuth 앱 동의(illicit consent) 유도; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[법원] 전자소송 등기·출석요구 안내,"전자소송 관련 서류가 발송되었습니다. 열람 및 확인을 진행하세요.
서류 확인: https://court-doc-0a634a40.e-notice[.]site
※ 기한 내 미열람 시 불이익이 발생할 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"법원/전자소송 등 공공기관 권위 사칭; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[국세청] 종합소득세 환급 안내 | Kraken,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-1d0f6c49.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Coinbase: New device sign-in,"A new device signed in to your Coinbase account.
Review: https://coinbase-b2d46111.security-check[.]zone
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
PayPal: Unusual activity detected,"We detected unusual activity on your account. Confirm your identity to restore access.
Confirm: https://paypal-40c33550.resolve-center[.]site
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
택배 반송 예정 ? 주소 확인,"Your shipment is on hold pending customs payment.
Pay now: https://dhl-fee-05975c14.int-ship[.]pro
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Security alert ? new device sign-in,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-0902-0902
첨부된 PDF에 안내 번호가 기재되어 있습니다.
If you did not request this, ignore this message.",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
Coinbase: New device sign-in | DocuSign,"A new device signed in to your Coinbase account.
Review: https://coinbase-f93b2fc1.security-check[.]zone
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"전자 서명 유도(DocuSign 등); 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Invoice attached ? payment overdue | Dropbox,"최근 비정상 접속이 감지되었습니다. 카카오톡 이용 보호를 위해 QR 보안 인증이 필요합니다.
QR 인증: https://kakao-verify-813202ff.support-kakao[.]com
※ 미인증 시 이용이 제한될 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,1,0,0,악성,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용
[법원] 전자소송 등기·출석요구 안내 | OneDrive,"전자소송 관련 서류가 발송되었습니다. 열람 및 확인을 진행하세요.
서류 확인: https://court-doc-68291ca2.e-notice[.]site
※ 기한 내 미열람 시 불이익이 발생할 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"법원/전자소송 등 공공기관 권위 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[금융보안원] 전자금융 이상거래 탐지,"귀하의 계정에서 이상 거래가 탐지되었습니다. 조치가 필요합니다.
조치하기: https://efs-alert-20b4363e.secure-check[.]top
※ 본 알림은 자동 발송되었습니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[택배] 주소지 불명으로 배송 보류 | 신한,"안녕하세요. 택배 배송이 주소지 불명으로 보류되었습니다.
정확한 수령지 확인: https://delivery-update-c2a8a948.parcel-track[.]app
※ 24시간 내 미확인 시 반송됩니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Google Workspace storage exceeded ? verify to restore delivery,"Your mailbox is out of storage. Verify and request an extension to avoid email delivery issues.
Verify: https://gw-storage-1c957317.goog-mail[.]app
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Slack: Workspace verification required,"We couldn’t verify your workspace domain. Re-verify to prevent suspension.
Verify: https://slack-3adfc80f.workspace-check[.]tools
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Coinbase: New device sign-in,"A new device signed in to your Coinbase account.
Review: https://coinbase-2cab30bd.security-check[.]zone
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
